"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","fake_review_flag","credibility_score","credibility_band","topic","topic_probability"
4031,"i need a better tweet from russ, mine was just an answer to a question and not ACTUAL love","i need a better tweet from russ mine was just an answer to a question and not actual love",2037-01-13,"BrandyWandLover",-1,"Negative","Mild Negative","Joy",0,0,0,0,1,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.367231638418079
4032,"Got to get appointment for ultrasound  Doc didnt pick up on it until blood tests as normally prob for obese peeps....and well Im not.....","got to get appointment for ultrasound doc didnt pick up on it until blood tests as normally prob for obese peeps and well im not",2037-01-14,"SelinaRealm",0,"Neutral","Neutral","Disgust",0,0,1,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.349462365591398
4033,"is job hunting again... dont want to but i'm too unhappy at work. been there too long n need to leave n do something i enjoy.","is job hunting again dont want to but i'm too unhappy at work been there too long n need to leave n do something i enjoy",2037-01-15,"queeniecoop",1,"Positive","Mild Positive","Anticipation",2,3,1,1,1,2,1,1,FALSE,12.5,"Genuine",1,"High",2,0.355191256830601
4034,"Oh no the weather has turned bad. 3m seas predicted for tomorrow. This could cause a real problem  hopefully the prediction is wrong","oh no the weather has turned bad 3m seas predicted for tomorrow this could cause a real problem hopefully the prediction is wrong",2037-01-16,"Sid_eras",3,"Positive","Mild Positive","Anticipation",1,2,1,2,0,2,0,1,FALSE,0,"Genuine",1,"High",3,0.344444444444444
4035,"I am responsible for extreme tree murder","i am responsible for extreme tree murder",2037-01-17,"Hen54321",0,"Neutral","Neutral","Anger",2,1,2,1,1,1,2,2,FALSE,0,"Genuine",1,"High",2,0.345679012345679
4036,"off to go play some badminton, then walk grandads dog, then back to revising!!!!","off to go play some badminton then walk grandads dog then back to revising!!!!",2037-01-18,"TheMadMelonMan",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",0.8,"High",1,0.386904761904762
4037,"@KankzXD My headphones died  I miss them. Earphones are just not good enough!","my headphones died i miss them earphones are just not good enough!",2037-01-19,"BW101",-1,"Negative","Mild Negative","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",2,0.357575757575758
4038,"the retr bar quiz is hilarious. done it twice and come last both times  the guy from behind the bar gave me his number!","the retr bar quiz is hilarious done it twice and come last both times the guy from behind the bar gave me his number!",2037-01-20,"samuelpound",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,1,0,FALSE,0,"Genuine",0.75,"High",3,0.35978835978836
4039,"@Shadez err the storm has ended. not sure who's been devastated more","err the storm has ended not sure who's been devastated more",2037-01-21,"krist0ph3r",0,"Neutral","Neutral","Anger",1,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345679012345679
4040,"@quartzgirl6 go to bed, I wish I could, I'm still at work","go to bed i wish i could i'm still at work",2037-01-22,"benfox",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.345679012345679
4041,"work is like PULLING TEETH today","work is like pulling teeth today",2037-01-23,"acroyear2",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.375757575757576
4042,"@bradiewebbstack haha damn you now i want jelly beans","haha damn you now i want jelly beans",2037-01-24,"princessBARAKAT",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.339393939393939
4043,"Why is everything biting me?  First the hamster, now the cat","why is everything biting me? first the hamster now the cat",2037-01-25,"jgoreham",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.345679012345679
4044,"Can't use Twitter with my phone","can't use twitter with my phone",2037-01-26,"SarahSugarM",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345679012345679
4045,"@lucy_moore93 HaHAH lol, ignoring definately does not work.. cause they end up jus pissingannoying u more, well ive found that anyway","hahah lol ignoring definately does not work cause they end up jus pissingannoying u more well ive found that anyway",2037-01-27,"Mitchell186",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,12.5,"Genuine",1,"High",3,0.349462365591398
4046,"It's depressing to start your day knowing you're not coming home until tomorrow night.","it's depressing to start your day knowing you're not coming home until tomorrow night",2037-01-28,"AAPRaquel",0,"Neutral","Neutral","Anticipation",0,3,1,0,0,1,0,0,FALSE,12.5,"Genuine",1,"High",3,0.350282485875706
4047,"Day is frantic - being shotgunned with lots of work requests all at the same time - running out of hands","day is frantic being shotgunned with lots of work requests all at the same time running out of hands",2037-01-29,"dgiffin",0,"Neutral","Neutral","Anticipation",0,2,1,1,0,0,1,0,FALSE,0,"Genuine",1,"High",2,0.362573099415205
4048,"I have had 2 days of TV control, and there is damn near nothing worth watching","i have had days of tv control and there is damn near nothing worth watching",2037-01-30,"cjkiwigirl",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.345029239766082
4049,"@mellalicious haha no, she isn't here unfortunately  this is the one person in the house who isn't cool.","haha no she isn't here unfortunately this is the one person in the house who isn't cool",2037-01-31,"mister_peterman",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,37.5,"Genuine",1,"High",3,0.35632183908046
4050,"@miketually @DanLees  I wish people would stop doing stupid things like that! I leave mine on 365, I guess that proves the opposite","i wish people would stop doing stupid things like that! i leave mine on i guess that proves the opposite",2037-02-01,"mattmagic",-1,"Negative","Mild Negative","Surprise",0,0,0,0,0,1,2,0,FALSE,12.5,"Genuine",0.75,"High",2,0.384180790960452
4051,"Seriously beginning to hate this entire 'get up and write' routine. Wish the essays could all just be over with","seriously beginning to hate this entire 'get up and write' routine wish the essays could all just be over with",2037-02-02,"D_Boon_147",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,1,FALSE,25,"Genuine",1,"High",2,0.367231638418079
4052,"@jobeaz damn, sorry I missed it... But I'll be in Brisbane until Thursday night","damn sorry i missed it but i'll be in brisbane until thursday night",2037-02-03,"Virgil83",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.380116959064328
4053,"P.s. @MichaelHenry hosed me down with gasoline","p s hosed me down with gasoline",2037-02-04,"DeenaFay",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",0,0
4054,"@mikefoong Too troublesome to have two Twitter accounts.","too troublesome to have two twitter accounts",2037-02-05,"redsheep",0,"Neutral","Neutral","Anger",1,0,0,1,0,0,0,1,FALSE,0,"Genuine",1,"High",2,0.352201257861635
4055,"I want a new laptop.  HP TX2000 is the bomb. :| Who knows how much it is? IM me: gabbehhramos@yahoo.com","i want a new laptop hp tx2000 is the bomb who knows how much it is? im me",2037-02-06,"gabbyeight",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,1,0,FALSE,0,"Genuine",1,"High",2,0.357575757575758
4056,"Think i need some chocolate or cake or something to try and get me out of this foul mood","think i need some chocolate or cake or something to try and get me out of this foul mood",2037-02-07,"Fifi1976",0,"Neutral","Neutral","Anger",1,1,1,1,1,0,0,1,FALSE,0,"Genuine",1,"High",3,0.350282485875706
4057,"Wow, I am so going to say this in a sarcastic manner,&quot;Friend, you rock.&quot;. I'm appalled, but kind of expected it.","wow i am so going to say this in a sarcastic manner quot friend you rock quot i'm appalled but kind of expected it",2037-02-08,"felicecuore",0,"Neutral","Neutral","Joy",0,1,0,0,2,0,0,2,FALSE,12.5,"Genuine",1,"High",1,0.373563218390805
4058,"going to work.","going to work",2037-02-09,"natewilde",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.33974358974359
4059,"Stuck in a Faraday cage today","stuck in a faraday cage today",2037-02-10,"mwiththeat",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.333333333333333
4060,"wish I could think of some fundraising tips that are JustGiving related, altho fundraising not going so great tbh. Am v depressed","wish i could think of some fundraising tips that are justgiving related altho fundraising not going so great tbh am v depressed",2037-02-11,"bekibutton",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,0,1,FALSE,12.5,"Genuine",1,"High",3,0.339080459770115
4061,"@trendbuero Hey that was fast! Kudos ;-) The tinyURL you use is unfortunately broken","hey that was fast! kudos the tinyurl you use is unfortunately broken",2037-02-12,"iterations",-1,"Negative","Mild Negative","Anger",1,0,0,1,1,1,0,0,FALSE,12.5,"Genuine",1,"High",3,0.375757575757576
4062,"@mcjo_standfree Yeah, they're gonna cut off a nostril!! :O Poor little love, it won't help his looks any!","yeah they're gonna cut off a nostril!! o poor little love it won't help his looks any!",2037-02-13,"PinkTribble",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,0,FALSE,25,"Genuine",0.8,"High",2,0.344444444444444
4063,"@Narelle_NZ ouch they can be a pain  get them at work with the bag tags and boarding passes at time ...","ouch they can be a pain get them at work with the bag tags and boarding passes at time",2037-02-14,"thelongwayround",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.384180790960452
4064,"No sign of camera in todays post ... hope it arrives before the long weekend","no sign of camera in todays post hope it arrives before the long weekend",2037-02-15,"gemmawitton",0,"Neutral","Neutral","Anticipation",0,2,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",3,0.380116959064328
4065,"Trying to work up the energy to get out of bed to get ready for work.  Only slept about 3 hours last night.","trying to work up the energy to get out of bed to get ready for work only slept about hours last night",2037-02-16,"JoePetrillo",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",0.75,"High",3,0.381720430107527
4066,"Ako sa lahko a lacno dostat ku knihe Normana Fairclougha Analysing Discourse?","ako sa lahko a lacno dostat ku knihe normana fairclougha analysing discourse?",2037-02-17,"gerbery",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.34640522875817
4067,"Hungry - and all I've got is a bag of crisps  Looking forward to dinner tonight.","hungry and all i've got is a bag of crisps looking forward to dinner tonight",2037-02-18,"Hawthorne_UK",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.367231638418079
4068,"@tracymacy  thanks hun. My appointment isn't until 2pm but we have to travel an hour to get there. I hope you're feeling better soon","thanks hun my appointment isn't until 2pm but we have to travel an hour to get there i hope you're feeling better soon",2037-02-19,"kristywisty",0,"Neutral","Neutral","Anticipation",1,2,1,1,2,1,2,2,FALSE,25,"Genuine",1,"High",3,0.413978494623656
4069,"why are people to cruel and rude","why are people to cruel and rude",2037-02-20,"MissWyn",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
4070,"not much, keen for the weekend though aye.. though weather isnt lookin great for Sat/Sun","not much keen for the weekend though aye though weather isnt lookin great for sat sun",2037-02-21,"tojara",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",3,0.394444444444444
4071,"is pretty sure she is sick!","is pretty sure she is sick!",2037-02-22,"zaram",0,"Neutral","Neutral","Anticipation",0,1,1,0,1,1,0,1,FALSE,0,"Genuine",1,"High",3,0.352201257861635
4072,"No frickin way! http://tinyurl.com/3xzzcb How come I've never heard of this before!!! Maybe it's been canned  Scared just by the vid.","no frickin way! how come i've never heard of this before!!! maybe it's been canned scared just by the vid",2037-02-23,"Timboski",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,37.5,"Genuine",0.8,"High",1,0.367231638418079
4073,"Tossed and turned all night long cos my back is damn burnt  Youch!","tossed and turned all night long cos my back is damn burnt youch!",2037-02-24,"LadyPaulo",0,"Neutral","Neutral","Disgust",1,1,2,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.39766081871345
4074,"im sick  at home  alone","im sick at home alone",2037-02-25,"johannafogel",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
4075,"@jimmybc Trouble is I'm still with them","trouble is i'm still with them",2037-02-26,"marcusmacinnes",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.358974358974359
4076,"@pezholio ah, likewise; had the pleasure of having a packet of stuffed vine leaves explode all over me though","ah likewise had the pleasure of having a packet of stuffed vine leaves explode all over me though",2037-02-27,"EXECUTIVESTEVE",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,1,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
4077,"feeling inspired to do a number of things..to busy to do them though  creative outlet needed.","feeling inspired to do a number of things to busy to do them though creative outlet needed",2037-02-28,"dustybree",0,"Neutral","Neutral","Joy",1,1,1,1,2,1,2,2,FALSE,0,"Genuine",1,"High",3,0.345029239766082
4078,"@nikkiwoods me thinks it's a bust 2day, we're to late, we overslept  But I can still keep u entertained w/o the perving lol","me thinks it's a bust 2day we're to late we overslept but i can still keep u entertained w o the perving lol",2037-03-01,"DivasMistress",0,"Neutral","Neutral","Joy",0,0,0,0,1,1,0,0,FALSE,37.5,"Genuine",1,"High",1,0.350282485875706
4079,"Guy with laptop hasn't showed. What a feckin' waste of time","guy with laptop hasn't showed what a feckin' waste of time",2037-03-02,"ctswestcork",-1,"Negative","Mild Negative","Anticipation",0,1,1,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.345029239766082
4080,"Ordered our new washing machine to replace the broken one. Another �350 lighter now  it is an 8kg one though!","ordered our new washing machine to replace the broken one another lighter now it is an 8kg one though!",2037-03-03,"InterSimi",-1,"Negative","Mild Negative","Anger",1,0,0,1,0,1,0,1,FALSE,0,"Genuine",1,"High",3,0.349462365591398
4081,"torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.","torrents are taking foreverrrr why is it so slow fuck you youtube for halting my tv watching",2037-03-04,"blckshpby",-1.5,"Negative","Mild Negative","Fear",0,0,0,1,0,1,0,0,FALSE,12.5,"Genuine",1,"High",2,0.351190476190476
4082,"@jamieharrop You a fan of Ross Noble? He once picked on me for a WHOLE performance here! I was the 'Awakeners Girl' according to him","you a fan of ross noble? he once picked on me for a whole performance here! i was the 'awakeners girl' according to him",2037-03-05,"cravenjade",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,25,"Genuine",1,"High",1,0.386904761904762
4083,"is aching all over...","is aching all over",2037-03-06,"Sonjahaha",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.34640522875817
4084,"totally pissed away her day doing nothing! Gawd, now I'm behind","totally pissed away her day doing nothing! gawd now i'm behind",2037-03-07,"melizagail",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.35632183908046
4085,"It looks like winterrr.","it looks like winterrr",2037-03-08,"AlissaK",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.358974358974359
4086,"@KimmaJ  thats no good Kimma... what kind of sick do you feel?","thats no good kimma what kind of sick do you feel?",2037-03-09,"reeza78",-1,"Negative","Mild Negative","Joy",0,1,1,0,2,1,1,2,FALSE,0,"Genuine",1,"High",1,0.357575757575758
4087,"still in the office","still in the office",2037-03-10,"khairudinAM",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.358974358974359
4088,"Oh my God I am in so much pain.... off to lay down and take more Oxycodone.","oh my god i am in so much pain off to lay down and take more oxycodone",2037-03-11,"HootieMcBoob",0,"Neutral","Neutral","Fear",0,1,0,2,1,1,0,1,FALSE,0,"Genuine",1,"High",1,0.357575757575758
4089,"Who gets up at 6am?!  My teacher wife   And me apparently to work on StatEasy's AlphaLabs application!  Woot!","who gets up at 6am?! my teacher wife and me apparently to work on stateasy's alphalabs application! woot!",2037-03-12,"mressler",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",0.8,"High",3,0.362573099415205
4090,"I dislike this immensely, i lol at the fact I can spell immensely... thank you Lauren haha","i dislike this immensely i lol at the fact i can spell immensely thank you lauren haha",2037-03-13,"xXxC8LINxXx",-1,"Negative","Mild Negative","Anger",1,0,1,0,0,0,0,1,FALSE,12.5,"Genuine",0.75,"High",3,0.344444444444444
4091,"@ChristyDH I watched that on TV at the time and was disappointed with the performance of &quot;Some Riot&quot; compared to the original record","i watched that on tv at the time and was disappointed with the performance of quot some riot quot compared to the original record",2037-03-14,"TylerDurdan",-1,"Negative","Mild Negative","Anger",2,1,1,1,0,1,0,0,FALSE,0,"Genuine",0.75,"High",1,0.35632183908046
4092,"@Tamarzipan dunno...just my mums card...my mum didnt buy me it....","dunno just my mums card my mum didnt buy me it",2037-03-15,"CazxCandy",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.345029239766082
4093,"i'm at work... and i'm sad cause it's gonna rain when i take off...","i'm at work and i'm sad cause it's gonna rain when i take off",2037-03-16,"feelfreetosayno",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.351190476190476
4094,"my last night in Japan...I will miss it so","my last night in japan i will miss it so",2037-03-17,"perkychica",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.357575757575758
4095,"Family took Rumzi to Spring Creek in Mansfield for his 32nd bd!  Can't find my glasses for reading.","family took rumzi to spring creek in mansfield for his 32nd bd! can't find my glasses for reading",2037-03-18,"monalee10",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345029239766082
4096,"what a fantastic week end -- did some plumbing -- didn't work, fitted a touch panel --- broke it","what a fantastic week end did some plumbing didn't work fitted a touch panel broke it",2037-03-19,"fridayman",1,"Positive","Mild Positive","Fear",0,0,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.35632183908046
4097,"Where's my mail?","where's my mail?",2037-03-20,"noiselet",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.33974358974359
4098,"innocent not so innocent","innocent not so innocent",2037-03-21,"radilicious",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",3,0.358974358974359
4099,"wants gtalk on my phone..  haha.","wants gtalk on my phone haha",2037-03-22,"ahceedehruh",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.364197530864198
4100,"is so late today. 12mn pa ako mkakalabas ng office  http://plurk.com/p/n14tz","is so late today 12mn pa ako mkakalabas ng office",2037-03-23,"johnnyjeffrey",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.364197530864198
4101,"@Sheamus and the dont do 3D","and the dont do 3d",2037-03-24,"xlad",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.34640522875817
4102,"@Schofe Ask him why no-one is following me...LOL..I feel very unloved and lonely","ask him why no one is following me lol i feel very unloved and lonely",2037-03-25,"zebedeejane",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,25,"Genuine",1,"High",2,0.345029239766082
4103,"@klariza that's awesome! I love having stuff to look forward to but I don't have much in the near future","that's awesome! i love having stuff to look forward to but i don't have much in the near future",2037-03-26,"rumpledoodles",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,TRUE,25,"Genuine",1,"High",2,0.361111111111111
4104,"so friggen jealous of sarah. BRADIE WEBB WAS TALKING TO HER!","so friggen jealous of sarah bradie webb was talking to her!",2037-03-27,"ilovedricoll",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.357575757575758
4105,"@plaguebringer IM GONNA WAND YOU TO DEATH. Makes me want to roll a mage rofl  also, http://www.youtube.com/watch?v=XclDFI02X-Q","im gonna wand you to death makes me want to roll a mage rofl also",2037-03-28,"Funktipus",0,"Neutral","Neutral","Fear",1,1,1,2,0,1,1,0,FALSE,25,"Genuine",1,"High",3,0.345029239766082
4106,"2 more days till i can sleep in all i want. Man these 2 days are going to go by slow.","more days till i can sleep in all i want man these days are going to go by slow",2037-03-29,"crissywatt",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.367231638418079
4107,"school time  ugh.","school time ugh",2037-03-30,"sheisgiovanna",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",3,0.352201257861635
4108,"Actually my phone was supposed to be on silent but it chose not to be  Dumb phone","actually my phone was supposed to be on silent but it chose not to be dumb phone",2037-03-31,"shakeandbake32",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.345029239766082
4109,"@aussie_ali Aww - you break my heart","aww you break my heart",2037-04-01,"lukeii",0,"Neutral","Neutral","Surprise",0,0,0,0,0,0,1,0,FALSE,0,"Genuine",1,"High",3,0.352201257861635
4110,"I am going to be in the flight from hell-back of cattle class, lots of screaming kids under 5.","i am going to be in the flight from hell back of cattle class lots of screaming kids under",2037-04-02,"vgtero",0,"Neutral","Neutral","Anger",2,0,2,2,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.35632183908046
4111,"ate all the fruit tingles.","ate all the fruit tingles",2037-04-03,"starsnostars",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.33974358974359
4112,"@nickynocky Yeah they've got you every which way","yeah they've got you every which way",2037-04-04,"jeremy_ellis",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.357575757575758
4113,"@ginoboi  oh..i HATE you for getting to watch Slumdog this early  me, i have to wait for the actual day it's coming out","oh i hate you for getting to watch slumdog this early me i have to wait for the actual day it's coming out",2037-04-05,"leagian",-1,"Negative","Mild Negative","Anticipation",1,3,1,2,0,1,0,0,FALSE,12.5,"Genuine",1,"High",1,0.367231638418079
4114,"@JohnPeel haha yeah that is the most ad could manage!! this is hell were bloody brilliant, crowd turn out was pathertic though","haha yeah that is the most ad could manage!! this is hell were bloody brilliant crowd turn out was pathertic though",2037-04-06,"robschmob",1,"Positive","Mild Positive","Anger",2,1,2,2,1,2,0,2,TRUE,25,"Genuine",0.8,"High",1,0.373563218390805
4115,"@ivyclark - the name was ironic when first used (10/2/04), and it stuck (now over 5 years later). Of course, all irony is lost in time","the name was ironic when first used and it stuck now over years later of course all irony is lost in time",2037-04-07,"russmaxdesign",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.377777777777778
4116,"I find my book in the food books section and not the photo section because it has some recipes  I'm not happy","i find my book in the food books section and not the photo section because it has some recipes i'm not happy",2037-04-08,"FotoWala",1,"Positive","Mild Positive","Joy",0,1,0,0,2,0,0,2,FALSE,0,"Genuine",1,"High",1,0.351190476190476
4117,"@richiejape We can expect more of that txt speak when the txt message levy comes in","we can expect more of that txt speak when the txt message levy comes in",2037-04-09,"tomlau",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,1,1,FALSE,0,"Genuine",1,"High",2,0.39766081871345
4118,"@MissNixs Lol. Sounds like your search was unsuccessful","lol sounds like your search was unsuccessful",2037-04-10,"aussie_ali",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,12.5,"Genuine",1,"High",2,0.339393939393939
4119,"*yawn* time to get ready for school","yawn time to get ready for school",2037-04-11,"Czodzz",0,"Neutral","Neutral","Anticipation",0,2,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",1,0.357575757575758
4120,"Just wondering how much more hotter Chennai is gonna get in May!","just wondering how much more hotter chennai is gonna get in may!",2037-04-12,"alexjonline",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.380116959064328
4121,"Don't leave your car unattended in Carrick - wankers will break your wing mirrors. *SIGH* more car repairs","don't leave your car unattended in carrick wankers will break your wing mirrors sigh more car repairs",2037-04-13,"laura_27",0,"Neutral","Neutral","Surprise",0,0,0,0,0,1,2,0,FALSE,12.5,"Genuine",1,"High",2,0.35632183908046
4122,"Surprised by the new Eminem song... don't think he should have gone for comedy again  maybe it will grow on me","surprised by the new eminem song don't think he should have gone for comedy again maybe it will grow on me",2037-04-14,"RobertCustons",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",2,0.384180790960452
4123,"oh gosh, messy hair","oh gosh messy hair",2037-04-15,"myazhax",0,"Neutral","Neutral","Disgust",0,0,1,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
4124,"I think its dead","i think its dead",2037-04-16,"cootiesncreme",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.358974358974359
4125,"spring cleaning today","spring cleaning today",2037-04-17,"Sophieeexo",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.371069182389937
4126,"kevin has suddenly realized that all his cds are suddenly not where they should be! where the heck have they gone?!?","kevin has suddenly realized that all his cds are suddenly not where they should be! where the heck have they gone?!?",2037-04-18,"jdean81486",0,"Neutral","Neutral","Surprise",0,0,0,0,0,0,1,0,FALSE,0,"Genuine",1,"High",3,0.339393939393939
4127,"SNOW?  ugh go away, I miss the warmth.","snow? ugh go away i miss the warmth",2037-04-19,"whatsupsarah",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.345679012345679
4128,"@danfairs cheers dan, is for a Notes developer at the university. 3 hour lunch break now","cheers dan is for a notes developer at the university hour lunch break now",2037-04-20,"bovinemammal",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,1,0,FALSE,0,"Genuine",1,"High",1,0.350282485875706
4129,"my back is so sore!  poor me! (this is the part where u give me lots of sympathy)","my back is so sore! poor me! this is the part where u give me lots of sympathy",2037-04-21,"devanp16",-1.5,"Negative","Mild Negative","Sadness",1,0,0,0,0,2,0,0,FALSE,0,"Genuine",1,"High",3,0.362573099415205
4130,"is seriously freaked out...fuzz!","is seriously freaked out fuzz!",2037-04-22,"Loulou359",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.34640522875817
4131,"@margoble I MISS YOU!","i miss you!",2037-04-23,"addiiee",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.34640522875817
4132,"@BonjourVous yeah I know  ... sometimes I feel like the world its coming down","yeah i know sometimes i feel like the world its coming down",2037-04-24,"realnowhereman",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.362573099415205
