"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","topic","topic_probability"
3847,"wants her camera back!","wants her camera back!",2009-04-07,"Lozzy0910",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.207547169811321
3848,"i'm so sorry to hear about your dog wishing you happier days to come!","i'm so sorry to hear about your dog wishing you happier days to come!",2009-04-06,"TheThreePeas",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,5,0.210526315789474
3849,"ok bedtime for me we made it through another monday!!! yay!!! night tweets! poof","ok bedtime for me we made it through another monday!!! yay!!! night tweets! poof",2009-04-06,"LdyDisney",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.245614035087719
3850,"someones alarm clock or a phone woke me up at 3am still got my headache from yesterday night","someones alarm clock or a phone woke me up at 3am still got my headache from yesterday night",2009-04-06,"Zwaapeh",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,0,1,0,FALSE,0,4,0.216666666666667
3851,"thanks!!","thanks!!",2009-04-06,"_gnosis",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.215686274509804
3852,"i love chutney","i love chutney",2009-04-06,"tessthetraveler",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,0,2,0.211538461538462
3853,"it could have been one of those miniatures","it could have been one of those miniatures",2009-04-06,"serendipitysam",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.215686274509804
3854,"i had that a while back and i know some other people that have too","i had that a while back and i know some other people that have too",2009-04-06,"flaphead",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.207547169811321
3855,"cute shirt from","cute shirt from",2009-04-06,"preciousthings",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
3856,"morning all starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while","morning all starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while",2009-04-06,"sarahgb",0,"Neutral","Neutral","Sadness",1,0,1,1,0,2,0,0,FALSE,12.5,3,0.233333333333333
3857,"our trip has been canceled see the latest blog post for info","our trip has been canceled see the latest blog post for info",2009-04-07,"Layla_Robinson",0,"Neutral","Neutral","Surprise",0,0,0,0,0,0,1,0,FALSE,0,5,0.210526315789474
3858,"thank uuu! i know i heard youre in dallas","thank uuu! i know i heard youre in dallas",2009-04-07,"jessixcouture",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.236363636363636
3859,"sorrry i'm doing like different things kevin jonas' girlfriend","sorrry i'm doing like different things kevin jonas' girlfriend",2009-04-06,"suitelifeofkell",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.214285714285714
3860,"just enabled activesync on my google apps account i can now sync my contacts and calendars over the net but no mail as of yet","just enabled activesync on my google apps account i can now sync my contacts and calendars over the net but no mail as of yet",2009-04-07,"crouchy",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,12.5,5,0.229508196721311
3861,"good morning! ready go but i want go back bed","good morning! ready go but i want go back bed",2009-04-06,"tamisara",1,"Positive","Mild Positive","Anticipation",0,2,0,0,1,0,1,1,FALSE,12.5,3,0.214285714285714
3862,"no electricity today so no tweets","no electricity today so no tweets",2009-04-06,"l33tmyst",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.211538461538462
3863,"i'm goin' to follow u since u didn't lol go angels!","i'm goin' to follow u since u didn't lol go angels!",2009-04-06,"Sweetpineapple",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,3,0.214285714285714
3864,"a day negotiating wth insurers after spilling beer on my laptop last night probably to no avail","a day negotiating wth insurers after spilling beer on my laptop last night probably to no avail",2009-04-07,"chrsfrwll",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,0,FALSE,0,5,0.214285714285714
3865,"there's a new kind of starburst favereds sounds fab bc cherry and strawberry are my fav red's but they added watermellon and its yucky","there's a new kind of starburst favereds sounds fab bc cherry and strawberry are my fav red's but they added watermellon and its yucky",2009-04-06,"SarahNicole26",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,25,5,0.216666666666667
3866,"i am so fucking jealous of you girl have fun though xxx","i am so fucking jealous of you girl have fun though xxx",2009-04-06,"aaalison",0,"Neutral","Neutral","Anger",1,1,1,0,1,0,0,0,FALSE,0,4,0.214285714285714
3867,"yo jimo i cant talk on aim anymore its glitching ill cya later and i hope u see this","yo jimo i cant talk on aim anymore its glitching ill cya later and i hope u see this",2009-04-06,"tominlumban",0,"Neutral","Neutral","Anger",1,1,1,1,1,1,1,1,FALSE,0,2,0.224137931034483
3868,"im glad you had a good time i wntd to do something nice for u and we did! what r u up to?","im glad you had a good time i wntd to do something nice for u and we did! what r u up to?",2009-04-06,"madeofhoney",3,"Positive","Mild Positive","Anticipation",0,3,0,0,2,0,1,1,FALSE,0,3,0.254545454545455
3869,"i am engaged to muppet orlando and i just realised oh my god i cant marry justin timberlake","i am engaged to muppet orlando and i just realised oh my god i cant marry justin timberlake",2009-04-07,"tweetingbird27",0,"Neutral","Neutral","Anticipation",0,3,0,2,3,0,1,3,FALSE,0,5,0.214285714285714
3870,"i know! big love true blood and united states of tara have too long of waits between seasons!","i know! big love true blood and united states of tara have too long of waits between seasons!",2009-04-06,"bisalibrayall",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,1,0.220338983050847
3871,"please tell me that's somewhere close to california!!! lol!","please tell me that's somewhere close to california!!! lol!",2009-04-06,"Hollywood_Trey",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,4,0.228070175438596
3872,"well everyone after a super adventurous days luke has gone home let us all morn the loss of a hero im off to continue playing sims","well everyone after a super adventurous days luke has gone home let us all morn the loss of a hero im off to continue playing sims",2009-04-07,"HudsonKent",0,"Neutral","Neutral","Anticipation",1,3,0,1,1,1,1,2,FALSE,12.5,3,0.222222222222222
3873,"lol at dion putting eyedrops in his eyes","lol at dion putting eyedrops in his eyes",2009-04-06,"YCSTB",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.226415094339623
3874,"i need to find a battery for an elinchrom ranger nobody in canada has any in stock","i need to find a battery for an elinchrom ranger nobody in canada has any in stock",2009-04-06,"dancarrphoto",0,"Neutral","Neutral","Anger",1,0,0,0,0,0,0,1,FALSE,0,4,0.228070175438596
3875,"changed the channel","changed the channel",2009-04-06,"JaylaStarr",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.211538461538462
3876,"oh ok then i am gonna go and buy one for when i come up there","oh ok then i am gonna go and buy one for when i come up there",2009-04-06,"dresh",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.240740740740741
3877,"guess what? my dad is pregnant!!! lol nah the doctor does have to give him an epidural for his chronic back pain though","guess what? my dad is pregnant!!! lol nah the doctor does have to give him an epidural for his chronic back pain though",2009-04-07,"sAintchimo",0,"Neutral","Neutral","Sadness",0,0,0,1,0,2,1,1,FALSE,25,4,0.233333333333333
3878,"wonder if jon lost the net","wonder if jon lost the net",2009-04-06,"veronica78",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,1,0.222222222222222
3879,"ryanodonnell thanks for putting on such a great event can't wait for the inevitable sequels!","ryanodonnell thanks for putting on such a great event can't wait for the inevitable sequels!",2009-04-07,"ex1up",1,"Positive","Mild Positive","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,3,0.206896551724138
3880,"sleepy time with","sleepy time with",2009-04-06,"BizziB7116",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,3,0.211538461538462
3881,"fun stuff! night ari! i'm sure blip will be there tomorrow!","fun stuff! night ari! i'm sure blip will be there tomorrow!",2009-04-06,"sherryness",0,"Neutral","Neutral","Anticipation",0,2,0,0,1,0,0,0,FALSE,0,4,0.210526315789474
3882,"only a quarter of a percent babe darn","only a quarter of a percent babe darn",2009-04-06,"Chanabellarina",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.245283018867925
3883,"i would love to be in california!","i would love to be in california!",2009-04-06,"LolliGothGrrl",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,0,4,0.211538461538462
3884,"are you meant to add on the back of that quot twittering from a toilet cubicle somewhere quot ?","are you meant to add on the back of that quot twittering from a toilet cubicle somewhere quot ?",2009-04-06,"mark_liu",0,"Neutral","Neutral","Disgust",0,0,1,0,0,0,0,0,FALSE,0,4,0.241379310344828
3885,"have a good evening sweetheart hugs thanks for the tunes glad i got you closer to your blip goal","have a good evening sweetheart hugs thanks for the tunes glad i got you closer to your blip goal",2009-04-07,"Honey3223",2,"Positive","Mild Positive","Anticipation",0,3,0,0,3,1,1,2,FALSE,0,5,0.245901639344262
3886,"yeah is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him","yeah is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him",2009-04-06,"widyatarina",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,2,0.216666666666667
3887,"whatcha chucklin bout ms yen","whatcha chucklin bout ms yen",2009-04-06,"LHuddy",0,"Neutral","Neutral","Anger",1,0,0,0,0,0,0,0,FALSE,0,1,0.215686274509804
3888,"nasty budget due and my iphone is being sent to apple today","nasty budget due and my iphone is being sent to apple today",2009-04-06,"ElliotTucker",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,1,FALSE,0,2,0.210526315789474
3889,"is finally home after a shitty day at work doing floorset","is finally home after a shitty day at work doing floorset",2009-04-07,"sarahholguin",0,"Neutral","Neutral","Anticipation",0,1,1,0,1,0,1,1,FALSE,0,2,0.236363636363636
3890,"hi i'm here i've been on the phone all day long catching up with calls making plans executing strategy it's been a very good day","hi i'm here i've been on the phone all day long catching up with calls making plans executing strategy it's been a very good day",2009-04-06,"markdavidson",1.5,"Positive","Mild Positive","Anticipation",0,3,0,0,1,0,1,2,FALSE,12.5,5,0.216666666666667
3891,"good morning world couldn't sleep tonight copenhagen doesn't want to leave my head","good morning world couldn't sleep tonight copenhagen doesn't want to leave my head",2009-04-07,"Heilewelt",1,"Positive","Mild Positive","Surprise",0,1,0,0,1,1,2,1,FALSE,12.5,3,0.233333333333333
3892,"alas i have no pimms","alas i have no pimms",2009-04-07,"ozlyn",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,0,0
3893,"just watched the trailer for adventureland on itunes looks so funny!! pity i don't think we get it in australia","just watched the trailer for adventureland on itunes looks so funny!! pity i don't think we get it in australia",2009-04-06,"Celz29",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,12.5,4,0.213114754098361
3894,"being grumpy abu dhabi is so boring there really is nothing to photograph and no one to go with","being grumpy abu dhabi is so boring there really is nothing to photograph and no one to go with",2009-04-07,"3lla",-2,"Negative","Mild Negative","Anger",1,0,1,0,0,1,0,0,FALSE,0,4,0.222222222222222
3895,"friendfeed beta doesn't appear to like my twitter account","friendfeed beta doesn't appear to like my twitter account",2009-04-07,"DaveBenham",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,4,0.214285714285714
3896,"it's not about working hard it's about work smart","it's not about working hard it's about work smart",2009-04-06,"vikdulat",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.222222222222222
3897,"listening to lokki talk ok he's a cat so it's all meows i don't understand but man the sounds he can make as he wanders the apartment","listening to lokki talk ok he's a cat so it's all meows i don't understand but man the sounds he can make as he wanders the apartment",2009-04-06,"Nutamu",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,4,0.213114754098361
3898,"travian total cost of the atk for the aggressor resources all said and done i'm guessing he's not going to let that slide","travian total cost of the atk for the aggressor resources all said and done i'm guessing he's not going to let that slide",2009-04-06,"mericlese",0,"Neutral","Neutral","Anger",1,0,0,1,1,0,0,1,FALSE,12.5,4,0.224137931034483
3899,"next you'll be using glue stick as chapstick","next you'll be using glue stick as chapstick",2009-04-06,"BeatriceCaraway",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.218181818181818
3900,"day is done heading for bed keep the twitterverse safe","day is done heading for bed keep the twitterverse safe",2009-04-07,"garrymullen",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,3,0.214285714285714
3901,"e only when my pain subsides enough for me to hurt myself and do it","e only when my pain subsides enough for me to hurt myself and do it",2009-04-06,"jesdenm",-1,"Negative","Mild Negative","Fear",1,0,0,2,0,2,0,0,FALSE,0,4,0.226415094339623
3902,"how did i forget about two and a half men?!?!? i love that show!!!","how did i forget about two and a half men?!?!? i love that show!!!",2009-04-06,"Hollywood_Trey",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,1,FALSE,12.5,1,0.232142857142857
3903,"going to chase some pills with some vodka should be interesting","going to chase some pills with some vodka should be interesting",2009-04-07,"caRibes",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.222222222222222
3904,"oh its real jon! we all r so excited that u and the guys came back us we appreciate all you put out there!","oh its real jon! we all r so excited that u and the guys came back us we appreciate all you put out there!",2009-04-06,"jgeordge",3,"Positive","Mild Positive","Trust",0,1,0,0,1,0,1,2,FALSE,0,5,0.241379310344828
3905,"not sure what they are only that they are pos! as much as i want to i dont think can trade away company assets sorry andy!","not sure what they are only that they are pos! as much as i want to i dont think can trade away company assets sorry andy!",2009-04-06,"deelau",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,1,0.233333333333333
3906,"computer internet is hating me tonight i swear and i can't find my usb cord for my sidekick","computer internet is hating me tonight i swear and i can't find my usb cord for my sidekick",2009-04-07,"amydunnit",-1,"Negative","Mild Negative","Anger",1,0,0,0,0,0,0,1,FALSE,0,4,0.220338983050847
3907,"i had on my page for sooooo long!!! until it got deleted sad day in history","i had on my page for sooooo long!!! until it got deleted sad day in history",2009-04-06,"Hollywood_Trey",-1,"Negative","Mild Negative","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,4,0.228070175438596
3908,"has conquered the greek exegetical paper beast only little stuff remaining to finish it!!!!!!!! praise jesus","has conquered the greek exegetical paper beast only little stuff remaining to finish it!!!!!!!! praise jesus",2009-04-07,"Jaredf",0,"Neutral","Neutral","Anger",1,0,0,1,1,0,0,1,FALSE,12.5,1,0.224137931034483
3909,"glad you like","glad you like",2009-04-06,"jasonzoopy",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,5,0.211538461538462
3910,"got highly bored today scanning pages for daddy had to do it!","got highly bored today scanning pages for daddy had to do it!",2009-04-06,"eshaniprasad",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.218181818181818
3911,"poor joshy is sick??? those damn tejanos!","poor joshy is sick??? those damn tejanos!",2009-04-06,"colorful_kelsey",-1,"Negative","Mild Negative","Disgust",1,0,2,0,0,1,0,0,FALSE,12.5,1,0.226415094339623
3912,"hm that's sound scandalously sad ! let's make happy music !","hm that's sound scandalously sad ! let's make happy music !",2009-04-06,"PrettyPebbles",0,"Neutral","Neutral","Joy",0,1,0,0,2,1,0,1,FALSE,12.5,1,0.228070175438596
3913,"why do other people get replies","why do other people get replies",2009-04-07,"mcsteph94",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.226415094339623
3914,"thank you","thank you",2009-04-06,"Mestiza527",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.215686274509804
3915,"seriously i should not be this tired i need deep sleep not this pissy tossing and turning moan moan moan!","seriously i should not be this tired i need deep sleep not this pissy tossing and turning moan moan moan!",2009-04-07,"Domhogan",-1,"Negative","Mild Negative","Fear",0,0,0,1,0,1,0,0,FALSE,0,3,0.245614035087719
3916,"damn b espanol and francais? you are one talented lady","damn b espanol and francais? you are one talented lady",2009-04-06,"coriluvnthedon",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,0,4,0.222222222222222
3917,"nope they didn't have it","nope they didn't have it",2009-04-06,"2Hood4Hollywood",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
3918,"oh and i like your new hair too i think it really suits you","oh and i like your new hair too i think it really suits you",2009-04-06,"caiteshey",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.218181818181818
3919,"there are times when we surprise ourselves by exceeding expectations! and when others notice that it surely feels good","there are times when we surprise ourselves by exceeding expectations! and when others notice that it surely feels good",2009-04-06,"aparna_s",1,"Positive","Mild Positive","Joy",0,1,0,1,2,0,2,1,FALSE,0,5,0.228070175438596
3920,"is going to origin i amp iii oh yeah thankyou mr rudd flights accom tickets can't wait!!","is going to origin i amp iii oh yeah thankyou mr rudd flights accom tickets can't wait!!",2009-04-06,"Croc_Hunteress",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,5,0.233333333333333
3921,"reaching amritsar in an hour and if i find a bus should be at wagah border by 2pm","reaching amritsar in an hour and if i find a bus should be at wagah border by 2pm",2009-04-06,"gattermeier",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.222222222222222
3922,"well that sucked","well that sucked",2009-04-06,"sfpoetic",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.211538461538462
3923,"just for future reference since i know you plan to message me hourly its mykl4 with an l not a","just for future reference since i know you plan to message me hourly its mykl4 with an l not a",2009-04-06,"mykl4",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,4,0.245614035087719
3924,"i don't know the dance","i don't know the dance",2009-04-06,"im_mature",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,1,0.226415094339623
3925,"why luke worral doesnt have twitter?","why luke worral doesnt have twitter?",2009-04-06,"SR__",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.226415094339623
3926,"the gym is an awesome place! work it out","the gym is an awesome place! work it out",2009-04-06,"LisaKanazawa",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.222222222222222
3927,"needs hugs snuggles","needs hugs snuggles",2009-04-06,"Lizzibear",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.211538461538462
3928,"uploading pictures on friendster","uploading pictures on friendster",2009-04-06,"BOSSAJUSTii",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
3929,"that sounds fantastic! you're amazing! we need to watch some muse gigs too! shall we do it saturday night?","that sounds fantastic! you're amazing! we need to watch some muse gigs too! shall we do it saturday night?",2009-04-06,"_problematique",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,0,0,0,FALSE,0,5,0.25
3930,"nikki is off working her ass off on a bike trying to recover from her knee injury good for her","nikki is off working her ass off on a bike trying to recover from her knee injury good for her",2009-04-06,"Eric_John",1,"Positive","Mild Positive","Anger",1,1,0,1,1,1,1,1,FALSE,0,4,0.228070175438596
3931,"you're welcome i haven't used aptana in gt months let me know if you like it","you're welcome i haven't used aptana in gt months let me know if you like it",2009-04-06,"just3ws",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.224137931034483
3932,"going to watch julian play bball i want phoebe","going to watch julian play bball i want phoebe",2009-04-07,"sebby_peek",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,0,0,0,FALSE,0,3,0.222222222222222
3933,"i wanna go to lamb of god","i wanna go to lamb of god",2009-04-06,"Apostasy13",0,"Neutral","Neutral","Joy",0,1,0,1,2,0,0,2,FALSE,0,5,0.226415094339623
3934,"absolutely not!!","absolutely not!!",2009-04-06,"MissT09",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,2,0.215686274509804
3935,"back from school long walk! its flippin cold outside days ago it was sunny next day raining and today snowing!","back from school long walk! its flippin cold outside days ago it was sunny next day raining and today snowing!",2009-04-06,"itsbushrax",0,"Neutral","Neutral","Anticipation",0,2,0,0,1,0,1,1,FALSE,0,1,0.265625
3936,"i wish i got to watch it with you!! i miss you and how was the premiere?!","i wish i got to watch it with you!! i miss you and how was the premiere?!",2009-04-06,"HairByJess",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,0,0,0,FALSE,25,4,0.218181818181818
3937,"slideshare's embed code is annoying me sorry about the tiny embed fail","slideshare's embed code is annoying me sorry about the tiny embed fail",2009-04-06,"hypatiadotca",-2,"Negative","Mild Negative","Anger",1,0,0,0,0,0,0,0,FALSE,0,1,0.236363636363636
3938,"ill so i cant go to the cinema!!","ill so i cant go to the cinema!!",2009-04-06,"BellaTanner",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,12.5,2,0.245283018867925
3939,"do i sense a blog coming on? too bad i have to leave in like mins xxx","do i sense a blog coming on? too bad i have to leave in like mins xxx",2009-04-07,"Jillian268",-1,"Negative","Mild Negative","Sadness",1,1,1,1,0,2,1,0,FALSE,12.5,5,0.224137931034483
3940,"bkk has protest maybe ho chi minn city?!","bkk has protest maybe ho chi minn city?!",2009-04-07,"happymikipower",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.207547169811321
3941,"has lost his ring it's no where to be seen","has lost his ring it's no where to be seen",2009-04-06,"benboarder",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,5,0.226415094339623
3942,"yeah those were the days no it's now around 47ish","yeah those were the days no it's now around 47ish",2009-04-06,"Cynnergies",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.236363636363636
3943,"at all what are your favorite cinema film aktually? i have no answer until yet that's no help for me","at all what are your favorite cinema film aktually? i have no answer until yet that's no help for me",2009-04-07,"DieWackere",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,4,0.228070175438596
3944,"yeah it was really depressing stuff like that gets to me","yeah it was really depressing stuff like that gets to me",2009-04-06,"JesseW84",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,0,2,0.232142857142857
3945,"i have to go outside to smoke so i do that all the time i live next door to a bar so the sounds aren't always soothing lol","i have to go outside to smoke so i do that all the time i live next door to a bar so the sounds aren't always soothing lol",2009-04-06,"spleendingo",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,25,1,0.229508196721311
3946,"congratulations on winning an award x","congratulations on winning an award x",2009-04-06,"sabrinaxx",1,"Positive","Mild Positive","Anticipation",0,2,1,0,2,1,2,2,FALSE,0,5,0.211538461538462
3947,"come on down buddy would love to have ya","come on down buddy would love to have ya",2009-04-07,"successfool",1,"Positive","Mild Positive","Joy",0,1,0,0,2,0,0,1,FALSE,0,5,0.207547169811321
3948,"on the red carpet oh yeah","on the red carpet oh yeah",2009-04-06,"1000101",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.226415094339623
3949,"don't read past tweets hey it's not email!","don't read past tweets hey it's not email!",2009-04-06,"hristo_deshev",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.232142857142857
3950,"exciting! suppose to be degrees out tomorrow! yeah!!!!","exciting! suppose to be degrees out tomorrow! yeah!!!!",2009-04-06,"fairguru",0,"Neutral","Neutral","Anticipation",0,2,0,0,1,0,1,0,FALSE,12.5,3,0.236363636363636
3951,"has a huge headache but gotta go to work","has a huge headache but gotta go to work",2009-04-07,"lana1711",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,2,0.259259259259259
3952,"ive txt you this morning","ive txt you this morning",2009-04-07,"MATTY_METAL118",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.207547169811321
3953,"i had to get an hd tivo and just got it set up tonight in order to get channels","i had to get an hd tivo and just got it set up tonight in order to get channels",2009-04-06,"Rosebud",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.258620689655172
3954,"now i feel bad for unfollowing","now i feel bad for unfollowing",2009-04-06,"janeetmb",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,2,0.226415094339623
3955,"goodnight","goodnight",2009-04-06,"nicolethesilly",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.215686274509804
3956,"after a weekend that'll never forget its back to grindin","after a weekend that'll never forget its back to grindin",2009-04-06,"Tee_Rock",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,1,0.236363636363636
3957,"i had a migraine and now i can't sleep boo","i had a migraine and now i can't sleep boo",2009-04-07,"nicolestjohn",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.236363636363636
3958,"i'm very glad britney isn't crazy anymore! that was one hell of a show! now i'm sad that it's over next up ap at cook county!","i'm very glad britney isn't crazy anymore! that was one hell of a show! now i'm sad that it's over next up ap at cook county!",2009-04-06,"andreakuefler",0,"Neutral","Neutral","Anger",2,1,1,2,1,2,0,2,FALSE,12.5,5,0.238095238095238
3959,"whatta mess! we should have won this! anyways not bad after all! we won another series abroad","whatta mess! we should have won this! anyways not bad after all! we won another series abroad",2009-04-06,"vivram",1,"Positive","Mild Positive","Disgust",1,0,2,1,0,1,0,1,FALSE,0,4,0.245614035087719
3960,"look at what just arrived at the r age office? nc","look at what just arrived at the r age office? nc",2009-04-06,"thestar_rage",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.236363636363636
3961,"i want to go to promote gear and groove but unfornately no ride there i may b going to the one in anaheim in may though","i want to go to promote gear and groove but unfornately no ride there i may b going to the one in anaheim in may though",2009-04-06,"EmCDL",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.23728813559322
3962,"arrrggghhh and i hadn't seen last night's episode yet! pity to lose you though","arrrggghhh and i hadn't seen last night's episode yet! pity to lose you though",2009-04-07,"BabalooBlue",0,"Neutral","Neutral","Sadness",1,0,1,1,0,2,1,0,FALSE,12.5,4,0.23728813559322
3963,"completely agree fallout boy amazing","completely agree fallout boy amazing",2009-04-06,"lawgirlMiri",1.5,"Positive","Mild Positive","Disgust",0,0,1,0,0,0,0,0,FALSE,12.5,5,0.222222222222222
3964,"you joined twitter to make me happy besides my loving family is your family too and we communicate this way lol","you joined twitter to make me happy besides my loving family is your family too and we communicate this way lol",2009-04-06,"Disneycrazedmom",2,"Positive","Mild Positive","Trust",0,1,0,0,2,0,0,3,FALSE,12.5,1,0.213114754098361
3965,"awe i love you too!!!! am here i miss you","awe i love you too!!!! am here i miss you",2009-04-06,"Pbearfox",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,12.5,1,0.226415094339623
3966,"somebody is selling the japan only release of my first album on e bay for damn thats it? a classic is worth more than that!","somebody is selling the japan only release of my first album on e bay for damn thats it? a classic is worth more than that!",2009-04-06,"senorkaos",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,0,3,0.213114754098361
