"id","date","user","source","original_text","text","ground_truth","final_sentiment","sentiment_score","polarity","intensity","dominant_emotion","emotion_intensity","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_label","sarcasm_confidence"
4462,2009-04-07,"sexxyindividual","Sentiment140","@ThisismyiQ Really?! Who?? lol ","really?! who?? lol","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
4463,2009-04-06,"mickeyness","Sentiment140","@daniela_95616 hahaa!! i just realized &quot;impune&quot; definitely isnt the word i wanted... dang. i'm so unclever. ","hahaa!! i just realized quot impune quot definitely isnt the word i wanted dang i'm so unclever","Negative","Negative",0,"Neutral","Neutral","Trust",1,0,0,0,0,0,0,0,1,FALSE,"Non-Sarcastic",37.5
4464,2009-04-06,"sharapovasthigh","Sentiment140","@Hail_Mary_Jane They banned me so I can't help you myself, hopefully others will ","they banned me so i can't help you myself hopefully others will","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4465,2009-04-06,"PriyaRaju","Sentiment140","@aswinanand Well, we are on the verge of ruining this planet completely. Time we started working on another, dontya think? ","well we are on the verge of ruining this planet completely time we started working on another dontya think?","Positive","Positive",0,"Neutral","Neutral","Anticipation",3,0,2,0,1,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4466,2009-04-07,"bondibeachgirl","Sentiment140","@lili_marlene Ohh that sux ","ohh that sux","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4467,2009-04-07,"emelia009","Sentiment140","Well I'm going to bed early...I wish I could sleep in tomorrow ","well i'm going to bed early i wish i could sleep in tomorrow","Negative","Negative",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4468,2009-04-06,"TiffinyB","Sentiment140","I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!","i am home missing my baby busy week ahead fri is a chill day with my guy and kids egg hunt sat spiral and dmb sat night and easter!","Negative","Negative",0,"Neutral","Neutral","Fear",3,0,0,0,1,1,1,0,0,FALSE,"Non-Sarcastic",12.5
4469,2009-04-07,"Heath_Holli","Sentiment140","&quot;We'll be a beets cover band&quot;. I would pay money to see that ","quot we'll be a beets cover band quot i would pay money to see that","Positive","Positive",0,"Neutral","Neutral","Trust",9,1,2,0,0,2,0,1,3,FALSE,"Non-Sarcastic",0
4470,2009-04-06,"cardinaire","Sentiment140","@shannonelizab Happy Anniversary! As promised, here is your present from all of us at DSFF.  http://www.youtube.com/watch?v=mp1JzFFLMS0","happy anniversary! as promised here is your present from all of us at dsff","Positive","Positive",1,"Positive","Mild Positive","Anticipation",7,0,2,0,0,2,0,1,2,FALSE,"Non-Sarcastic",12.5
4471,2009-04-07,"Fletcher_Girl","Sentiment140","@dougiemcfly yell something like angelina jolie's on the tele! worked with my dog ","yell something like angelina jolie's on the tele! worked with my dog","Positive","Positive",0,"Neutral","Neutral","Anger",3,1,0,0,1,0,0,1,0,FALSE,"Non-Sarcastic",0
4472,2009-04-07,"ellie_bites","Sentiment140","@IronChefShellie: LOL! Very good point ","lol! very good point","Positive","Negative",1.5,"Positive","Mild Positive","Anticipation",4,0,1,0,0,1,0,1,1,TRUE,"Sarcastic",25
4473,2009-04-06,"blockhead78Dawn","Sentiment140","@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs))","hey jon! it's real and i hope you take care of yourself we don't want you to get too rundown hugs","Positive","Positive",0,"Neutral","Neutral","Trust",5,0,1,0,0,1,0,1,2,FALSE,"Non-Sarcastic",12.5
4474,2009-04-06,"itsjordanbitch","Sentiment140","massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.","massage was great i just spilled coke all over my desk lame watching the simpsons as i've finished all my hills dvds","Negative","Negative",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
4475,2009-04-07,"guydavies","Sentiment140","Back to work with a bump!  The long weekend is definitely over ","back to work with a bump! the long weekend is definitely over","Negative","Negative",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4476,2009-04-07,"trishaberida","Sentiment140","i feel lonely today.... ","i feel lonely today","Negative","Negative",0,"Neutral","Neutral","Anger",4,1,0,1,1,0,1,0,0,FALSE,"Non-Sarcastic",0
4477,2009-04-06,"_CHIOMA","Sentiment140","@NEEFFRESH DON'T TRIP MY TWEEZEY FOR SHEEZEY... I GOTCHU ","don't trip my tweezey for sheezey i gotchu","Positive","Positive",0,"Neutral","Neutral","Surprise",1,0,0,0,0,0,0,1,0,FALSE,"Non-Sarcastic",12.5
4478,2009-04-06,"wrynex","Sentiment140","Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work ","omg revisions revisions revisions! i feel like i wasted an amazingly beautiful day today doing pointless work","Negative","Negative",0,"Neutral","Neutral","Joy",6,1,0,1,0,2,1,1,0,FALSE,"Non-Sarcastic",0
4479,2009-04-06,"iEgg","Sentiment140","@TechBabe I blame ADD... too many things happening for me to focus on catching you haha... ooh look something shiny ","i blame add too many things happening for me to focus on catching you haha ooh look something shiny","Positive","Positive",0,"Neutral","Neutral","Anger",2,1,0,1,0,0,0,0,0,FALSE,"Non-Sarcastic",25
4480,2009-04-06,"luimoral85","Sentiment140","I don't understand... I really don't ","i don't understand i really don't","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4481,2009-04-07,"kixxa","Sentiment140","@jvmediadesign I have pic of bucket kitty!! but, I'll probably post it tomorrow now. means having to find cables and connections... ","i have pic of bucket kitty!! but i'll probably post it tomorrow now means having to find cables and connections","Negative","Negative",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
4482,2009-04-07,"indiegirl175","Sentiment140","i fell tired, i want to sleep, but im almost done with some work, and i need to go to the bathroom ","i fell tired i want to sleep but im almost done with some work and i need to go to the bathroom","Negative","Negative",-1,"Negative","Mild Negative","Sadness",1,0,0,0,0,0,1,0,0,FALSE,"Non-Sarcastic",12.5
4483,2009-04-06,"margesbakery","Sentiment140","@Steve_Buscemi I'll feed you for life is you say my cookies are the best. ","i'll feed you for life is you say my cookies are the best","Positive","Positive",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4484,2009-04-07,"UnmistakableRFC","Sentiment140","@nick_carter Time for Warcraft yes, but for a simple game of a group of fans no  Just let us know if u figure it out, you want the prize?","time for warcraft yes but for a simple game of a group of fans no just let us know if u figure it out you want the prize?","Negative","Negative",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4485,2009-04-07,"Amyj88","Sentiment140","love the jonas brothers ","love the jonas brothers","Positive","Positive",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
4486,2009-04-06,"alanzeyes","Sentiment140","Nice, my contract was extended for another month ","nice my contract was extended for another month","Positive","Positive",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4487,2009-04-06,"BeebieD","Sentiment140","@emflip we need tweetbook. everyone is on facebook and no one will read my twitters! ","we need tweetbook everyone is on facebook and no one will read my twitters!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4488,2009-04-07,"clopin","Sentiment140","@Snakehit new job? congrats ","new job? congrats","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4489,2009-04-06,"scotthamilton","Sentiment140","is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!","is upset that he can't update his facebook by texting it and might cry as a result school today also blah!","Negative","Negative",-1,"Negative","Mild Negative","Sadness",5,1,1,0,0,0,2,0,1,FALSE,"Non-Sarcastic",0
4490,2009-04-07,"virtuallin","Sentiment140","@idolette @marissatastic - I'm so sad about the House episode tonight  but bigger &amp; better things (damn that Taub LOL)","i'm so sad about the house episode tonight but bigger amp better things damn that taub lol","Negative","Negative",-1.5,"Negative","Mild Negative","Anger",2,1,0,1,0,0,0,0,0,FALSE,"Non-Sarcastic",37.5
4491,2009-04-06,"gcrush","Sentiment140","I M La Boheme: NSFW hey guys, spread the word! the green party is in town!  �I...: hey guy.. http://tinyurl.com/dlevo2","i m la boheme nsfw hey guys spread the word! the green party is in town! i hey guy","Positive","Positive",0,"Neutral","Neutral","Trust",3,0,0,0,0,1,0,0,2,FALSE,"Non-Sarcastic",12.5
4492,2009-04-06,"tinyvamp","Sentiment140","@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:","omgawd i couldnt handle my cat being in heat all the time d d","Negative","Negative",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4493,2009-04-07,"katzenbeere","Sentiment140","going to work now ","going to work now","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4494,2009-04-07,"Katja74","Sentiment140","@SinaB77 I think we all do   ","i think we all do","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4495,2009-04-07,"SuzieSunshine","Sentiment140","contemplated going out for a post-midnight walk but still have piles of work to get through ","contemplated going out for a post midnight walk but still have piles of work to get through","Negative","Negative",0,"Neutral","Neutral","Disgust",1,0,0,1,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4496,2009-04-06,"annelisebaer","Sentiment140","|H|ouse made me sad. Oh, Kutner ","h ouse made me sad oh kutner","Negative","Negative",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4497,2009-04-06,"Mz_Jamie_e","Sentiment140","@CuttaC @cocoandbreezy @zillaman @DatBoiBabyC @WRECKAMIC @ and everyone on here reppin Texas and Dallas, Mad Love &lt;3 Good nite y'all ","and everyone on here reppin texas and dallas mad love lt good nite y'all","Positive","Positive",2,"Positive","Mild Positive","Joy",9,1,1,1,1,2,1,1,1,FALSE,"Non-Sarcastic",25
4498,2009-04-06,"pennydog","Sentiment140","@swirlyarts Thanks for featuring me on Cuteable yesterday ","thanks for featuring me on cuteable yesterday","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4499,2009-04-06,"cMurd0c","Sentiment140","@NickityNatNat Color it purple! ","color it purple!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4500,2009-04-06,"CarminaGitana","Sentiment140","@Shantymanfan I got your package! Wow, I'm so excited! My very own one! So, do I plant it in a pot for now, and water it till it grows? ","i got your package! wow i'm so excited! my very own one! so do i plant it in a pot for now and water it till it grows?","Positive","Positive",0,"Neutral","Neutral","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
4501,2009-04-06,"woflln","Sentiment140","Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out ","ugh can't sleep wish i had a good cuddle to make me ass out","Negative","Negative",1,"Positive","Mild Positive","Joy",6,0,1,0,0,2,0,1,2,FALSE,"Non-Sarcastic",12.5
4502,2009-04-07,"ibz","Sentiment140","@joobs Supposing you only have Romanian followers. ","supposing you only have romanian followers","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4503,2009-04-06,"stephanieVford","Sentiment140","@BittersweetBaby I love target too  hiii nicole!","i love target too hiii nicole!","Positive","Positive",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
4504,2009-04-06,"InaVill","Sentiment140","i want the new GG episode already ","i want the new gg episode already","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4505,2009-04-06,"itspeiday","Sentiment140","@viaHourt ahhh i see i see.  im in bed watching ugly betty  lol","ahhh i see i see im in bed watching ugly betty lol","Positive","Positive",0,"Neutral","Neutral","Disgust",1,0,0,1,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4506,2009-04-06,"BSellman","Sentiment140","should be going to bed... maybe i'll do that... but i'm thinking I'll put on Anastasia on my laptop as i fall asleep ","should be going to bed maybe i'll do that but i'm thinking i'll put on anastasia on my laptop as i fall asleep","Positive","Positive",0,"Neutral","Neutral","Sadness",1,0,0,0,0,0,1,0,0,FALSE,"Non-Sarcastic",25
4507,2009-04-07,"radiantbaby","Sentiment140","Watching @David_Tennant. Interesting set/filming updates. I wish I was in Cardiff. ","watching interesting set filming updates i wish i was in cardiff","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4508,2009-04-06,"Lindsey_","Sentiment140","@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here","i know! i'm a night owl by nature hahaha am i a time zone behind you? it's almost here","Negative","Negative",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
4509,2009-04-06,"acecortinaboy","Sentiment140","Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. ","smugness gone my train also failed to turn up so i'm heading for victoria followed by an unpleasant tube ride to the city","Negative","Negative",-1.5,"Negative","Mild Negative","Disgust",2,0,0,1,0,0,1,0,0,FALSE,"Non-Sarcastic",0
4510,2009-04-07,"laowai","Sentiment140","Gonna be a great day: 4 of the 6 members of our team are off ","gonna be a great day of the members of our team are off","Negative","Negative",1,"Positive","Mild Positive","Trust",1,0,0,0,0,0,0,0,1,FALSE,"Non-Sarcastic",0
4511,2009-04-07,"xoxo90","Sentiment140","Gawd! My laptop is fucked up now! System Error?! Just using my Lil brother's laptop. ","gawd! my laptop is fucked up now! system error?! just using my lil brother's laptop","Negative","Negative",0,"Neutral","Neutral","Sadness",2,0,0,0,0,0,1,0,1,FALSE,"Non-Sarcastic",0
4512,2009-04-06,"pcholody","Sentiment140","It was a sleepless night ","it was a sleepless night","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4513,2009-04-06,"djsyncity","Sentiment140","@izzakizza nada just tryna holla holla.   hows the mixtape coming up?","nada just tryna holla holla hows the mixtape coming up?","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4514,2009-04-06,"bakespace","Sentiment140","@foodphilosophy I know what you mean. You can look at bounce backs then send email to yahoo &amp; so on... They will clear your URL. ","i know what you mean you can look at bounce backs then send email to yahoo amp so on they will clear your url","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4515,2009-04-06,"Bennro","Sentiment140","Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. ","does anybody know how to get your electrolytes back in order? with a vitamin work? i feel sick","Negative","Negative",0,"Neutral","Neutral","Disgust",2,0,0,1,0,0,1,0,0,FALSE,"Non-Sarcastic",0
4516,2009-04-06,"bradjmh","Sentiment140","... 31 days until I leave for Ontario!! ","days until i leave for ontario!!","Positive","Positive",0,"Neutral","Neutral","Sadness",2,0,0,0,0,0,1,1,0,FALSE,"Non-Sarcastic",12.5
4517,2009-04-07,"halilmollaoglu","Sentiment140","Writing an article (video converters in test). It'll take a long time ","writing an article video converters in test it'll take a long time","Negative","Negative",0,"Neutral","Neutral","Anticipation",2,0,2,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4518,2009-04-06,"yehsung","Sentiment140","I think I need to get laid. Sad revolution I had earlier rofl ","i think i need to get laid sad revolution i had earlier rofl","Negative","Negative",-1,"Negative","Mild Negative","Anger",5,1,1,0,1,0,1,1,0,FALSE,"Non-Sarcastic",12.5
4519,2009-04-07,"nikilynnb","Sentiment140","so the other night i kissed a statue of a toad.. lets keep our fingers crossed for prince charming  or would he become a statue too?","so the other night i kissed a statue of a toad lets keep our fingers crossed for prince charming or would he become a statue too?","Positive","Positive",0,"Neutral","Neutral","Disgust",1,0,0,1,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4520,2009-04-06,"Jaderade14","Sentiment140","is watching the hill . . .and its making me sad ","is watching the hill and its making me sad","Negative","Negative",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4521,2009-04-07,"phatelara","Sentiment140","I need to go out but I am so lazy. ","i need to go out but i am so lazy","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4522,2009-04-06,"baybiegela","Sentiment140","i Love my atekinzz so much. &amp;&amp; i soo miss her.. ","i love my atekinzz so much amp amp i soo miss her","Negative","Negative",1.5,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
4523,2009-04-07,"elhermo","Sentiment140","in the office now...but not for long ","in the office now but not for long","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4524,2009-04-06,"VictoriaBahar","Sentiment140","@RandomlyNat Jeez, I was just trying to help  Haha.","jeez i was just trying to help haha","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4525,2009-04-06,"tchviolin","Sentiment140","I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb","i activated my selfcontrol block early meaning i can't check out the new qc regularizing my internal clock is might be difficult fb","Negative","Negative",-1,"Negative","Mild Negative","Anticipation",2,0,1,0,1,0,0,0,0,FALSE,"Non-Sarcastic",0
4526,2009-04-06,"Askmewhats","Sentiment140","@lizlin Sad to say I just take multivitamins, I guess I'm getting old  oh yeah, if i hold the &quot;P&quot; will i get more vitamins? LMAO","sad to say i just take multivitamins i guess i'm getting old oh yeah if i hold the quot p quot will i get more vitamins? lmao","Positive","Positive",-1,"Negative","Mild Negative","Surprise",1,0,0,0,0,0,0,1,0,FALSE,"Non-Sarcastic",25
4527,2009-04-06,"Yahtzee27","Sentiment140","@littrellfans Its all good. Just figured you would like to know. ","its all good just figured you would like to know","Positive","Positive",1,"Positive","Mild Positive","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
4528,2009-04-06,"Kena_Howard","Sentiment140","still procrastinating... i hate organizing my clothes  there's just so much....","still procrastinating i hate organizing my clothes there's just so much","Negative","Negative",-1.5,"Negative","Mild Negative","Anger",4,1,0,1,1,0,1,0,0,FALSE,"Non-Sarcastic",0
4529,2009-04-06,"girlstoys","Sentiment140","@LuvDaMall yes, bleeding eyes definitely means time for bed LOL night night to you ","yes bleeding eyes definitely means time for bed lol night night to you","Positive","Positive",0,"Neutral","Neutral","Anticipation",4,0,1,1,1,0,1,0,0,FALSE,"Non-Sarcastic",25
4530,2009-04-06,"Rellacafa","Sentiment140","@EmVicW really? i interpret it as 'yes i can do that &amp; not bother u further' (hav said to bosses in the past) ","really? i interpret it as 'yes i can do that amp not bother u further' hav said to bosses in the past","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4531,2009-04-07,"nufnuf77","Sentiment140","i'm trying to fine friends on twitter...no luck so far ","i'm trying to fine friends on twitter no luck so far","Negative","Negative",0,"Neutral","Neutral","Anticipation",3,0,1,0,0,1,0,1,0,FALSE,"Non-Sarcastic",0
4532,2009-04-06,"paulverhoeven","Sentiment140","@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. ","you're going to kill me but i've not seen ds9 i've been waiting till i can do it in one solid week sitting","Negative","Negative",0,"Neutral","Neutral","Fear",2,0,0,0,1,0,1,0,0,FALSE,"Non-Sarcastic",25
4533,2009-04-06,"keldawg23","Sentiment140","totally shocked by the episode of house this eveing  Lost one of my favorite characters.","totally shocked by the episode of house this eveing lost one of my favorite characters","Negative","Negative",0,"Neutral","Neutral","Joy",3,0,0,0,0,1,1,0,1,FALSE,"Non-Sarcastic",12.5
4534,2009-04-07,"JahshMahcaht","Sentiment140","@Pauliwhirl OMG WHINE WHINE WHINE WHINE HOUSING LOTERY IS OVER STFU I HAD TO EXPLAIN TO QIDONG THAT HE WAS FUCKED. ","omg whine whine whine whine housing lotery is over stfu i had to explain to qidong that he was fucked","Negative","Negative",0,"Neutral","Neutral","Disgust",3,0,0,1,0,0,1,0,1,FALSE,"Non-Sarcastic",12.5
4535,2009-04-07,"michxxblc","Sentiment140","@miss_tattoo I wish you could, too!  I'm hopin' to get that facetime!  gotta give him that scarf ASAP! should I go a day before or 2?!","i wish you could too! i'm hopin' to get that facetime! gotta give him that scarf asap! should i go a day before or ?!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",37.5
4536,2009-04-06,"xXRawrJanisXx","Sentiment140","@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!","stop nomnoms!!!! you didn't share! night peoples!!","Negative","Negative",0,"Neutral","Neutral","Anticipation",3,0,1,0,0,1,0,0,1,FALSE,"Non-Sarcastic",25
4537,2009-04-06,"xAnarionx","Sentiment140","The Super Red Diva !!!  Stupid University ","the super red diva !!! stupid university","Positive","Positive",-1,"Negative","Mild Negative","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4538,2009-04-06,"crunchysoft","Sentiment140","is afraid that her G.I. notes will not read themselves. ","is afraid that her g i notes will not read themselves","Negative","Negative",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",0
4539,2009-04-06,"TubaZo0l","Sentiment140","@DaKing240 jealous regaring Godfather II. I hope I will get it next week delivered by Amozon UK. I want this game ","jealous regaring godfather ii i hope i will get it next week delivered by amozon uk i want this game","Positive","Positive",0,"Neutral","Neutral","Anger",6,1,1,1,0,1,0,1,1,FALSE,"Non-Sarcastic",0
4540,2009-04-06,"cesuh","Sentiment140","@Lyndeeezy hahah not yet! but soon. very soon ","hahah not yet! but soon very soon","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
4541,2009-04-06,"TheEngTeacher","Sentiment140","@hiannie Tiger is great, love the voice ","tiger is great love the voice","Positive","Positive",2,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
4542,2009-04-07,"micahmarquis","Sentiment140","A few catering gigs, very cool, getting ready for the normal week.  Working on Easter.  ","a few catering gigs very cool getting ready for the normal week working on easter","Negative","Negative",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4543,2009-04-06,"Reynaga12345","Sentiment140","Still doing my homework!!! ","still doing my homework!!!","Negative","Negative",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4544,2009-04-06,"MTLarson1224","Sentiment140","@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me ","i hope i can make it to the auburn show but its not looking good for me","Negative","Negative",-1,"Negative","Mild Negative","Trust",9,0,2,0,0,2,0,2,3,FALSE,"Non-Sarcastic",12.5
4545,2009-04-06,"Eric77lv","Sentiment140","Well heading to bed early since I'm heading to the mall in the AM. Good night tweeps! ","well heading to bed early since i'm heading to the mall in the am good night tweeps!","Positive","Positive",1,"Positive","Mild Positive","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
4546,2009-04-06,"stargatejohn","Sentiment140","@ElaineGiles LOL 3 is enough, mind its never off as it is on my second monitor ","lol is enough mind its never off as it is on my second monitor","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",37.5
4547,2009-04-07,"jazf","Sentiment140","@TheEllenShow Oh, Ellen... Please tell me Dr. Manhatten was wearing clothes!  Know that the GF was a little shocked when we saw Watchmen","oh ellen please tell me dr manhatten was wearing clothes! know that the gf was a little shocked when we saw watchmen","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4548,2009-04-06,"bellalucia","Sentiment140","Hot compress not rily workng for pulled muscle  gng to bed, good night","hot compress not rily workng for pulled muscle gng to bed good night","Negative","Negative",-1,"Negative","Mild Negative","Anger",6,2,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
4549,2009-04-07,"rsuenaga","Sentiment140","@typezero3: Awesome picture, dude. You and eBG have matching visors. ","awesome picture dude you and ebg have matching visors","Positive","Positive",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4550,2009-04-07,"Seattle_Dude","Sentiment140","@DelicatelyReal  I feel your pain","i feel your pain","Negative","Negative",0,"Neutral","Neutral","Fear",2,0,0,0,1,0,1,0,0,FALSE,"Non-Sarcastic",0
4551,2009-04-06,"Jamwa","Sentiment140","Re-installing KOTOR 1. Intending to finish it this time. ","re installing kotor intending to finish it this time","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4552,2009-04-06,"sassisam","Sentiment140","@nicolerichie absolutely, my sister used to pretend she was Anne! ","absolutely my sister used to pretend she was anne!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
4553,2009-04-06,"enfox","Sentiment140","@lauredhel  What happened?","what happened?","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
4554,2009-04-07,"aileen_","Sentiment140","the sun sets way too early ","the sun sets way too early","Negative","Negative",0,"Neutral","Neutral","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
4555,2009-04-07,"BenJacob","Sentiment140","Everyone except me seems very busy doing something today..  When everyone works I chills, when everyone chills I works  LOL!","everyone except me seems very busy doing something today when everyone works i chills when everyone chills i works lol!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",37.5
4556,2009-04-06,"spacetrinity","Sentiment140","@KeepinUpWKris omg you are the best mom...your girls are blessed ","omg you are the best mom your girls are blessed","Positive","Positive",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",12.5
4557,2009-04-06,"raiiza","Sentiment140","hanging out with biology til 4am woo  !","hanging out with biology til 4am woo !","Positive","Positive",0,"Neutral","Neutral","Anger",4,1,0,1,1,0,1,0,0,FALSE,"Non-Sarcastic",0
4558,2009-04-06,"bonk_onthehead","Sentiment140","It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!","it's so cruel having to wait for reviews to come in so far it looks like star trek will be the best film of the year!","Negative","Negative",2,"Positive","Mild Positive","Anticipation",8,1,2,1,1,1,1,0,1,FALSE,"Non-Sarcastic",12.5
